timestamp,sensor_id,label,voltage_V,current_uA,valid
2026-09-26T00:00:12Z,1,DUT-A1,6.9161,222.52,1
2026-09-26T00:00:12Z,2,DUT-A2,6.9195,350.14,1
2026-09-26T00:00:12Z,3,DUT-A3,6.5047,147.1,1
2026-09-26T00:00:12Z,4,DUT-A4,6.5031,377.53,1
2026-09-26T00:00:12Z,5,DUT-A5,6.9502,169.53,1
2026-09-26T00:00:12Z,6,DUT-A6,6.9641,121.66,1
2026-09-26T00:00:12Z,7,DUT-A7,6.9706,151.52,1
2026-09-26T00:00:12Z,8,DUT-A8,6.9694,137.66,1
2026-09-26T00:00:29Z,1,DUT-A1,6.916,180.79,1
2026-09-26T00:00:29Z,2,DUT-A2,6.9196,599.44,1
2026-09-26T00:00:29Z,3,DUT-A3,6.5047,141.02,1
2026-09-26T00:00:29Z,4,DUT-A4,6.5027,891.32,1
2026-09-26T00:00:29Z,5,DUT-A5,6.9499,582.96,1
2026-09-26T00:00:29Z,6,DUT-A6,6.9637,110.32,1
2026-09-26T00:00:29Z,7,DUT-A7,6.9707,140.36,1
2026-09-26T00:00:29Z,8,DUT-A8,6.9696,165.13,1
2026-09-26T00:00:43Z,1,DUT-A1,6.916,192.69,1
2026-09-26T00:00:43Z,2,DUT-A2,6.9195,620.45,1
2026-09-26T00:00:43Z,3,DUT-A3,6.5048,159.15,1
2026-09-26T00:00:43Z,4,DUT-A4,6.5032,317.84,1
2026-09-26T00:00:43Z,5,DUT-A5,6.9501,513.43,1
2026-09-26T00:00:43Z,6,DUT-A6,6.9634,821.86,1
2026-09-26T00:00:43Z,7,DUT-A7,6.9694,1427.54,1
2026-09-26T00:00:43Z,8,DUT-A8,6.9696,131.23,1
2026-09-26T00:00:57Z,1,DUT-A1,6.9149,1056.72,1
2026-09-26T00:00:57Z,2,DUT-A2,6.9203,105.13,1
2026-09-26T00:00:57Z,3,DUT-A3,6.5044,499.4,1
2026-09-26T00:00:57Z,4,DUT-A4,6.5032,186.84,1
2026-09-26T00:00:57Z,5,DUT-A5,6.9505,138.42,1
2026-09-26T00:00:57Z,6,DUT-A6,6.9635,310.47,1
2026-09-26T00:00:57Z,7,DUT-A7,6.9706,119.73,1
2026-09-26T00:00:57Z,8,DUT-A8,6.9696,138.02,1
2026-09-26T00:01:11Z,1,DUT-A1,6.916,215.63,1
2026-09-26T00:01:11Z,2,DUT-A2,6.9202,148.65,1
2026-09-26T00:01:11Z,3,DUT-A3,6.5049,150.76,1
2026-09-26T00:01:11Z,4,DUT-A4,6.5033,174.13,1
2026-09-26T00:01:11Z,5,DUT-A5,6.9504,172.65,1
2026-09-26T00:01:11Z,6,DUT-A6,6.9639,134.51,1
2026-09-26T00:01:11Z,7,DUT-A7,6.9706,121.36,1
2026-09-26T00:01:11Z,8,DUT-A8,6.9697,141.73,1
2026-09-26T00:01:25Z,1,DUT-A1,6.9151,809.63,1
2026-09-26T00:01:25Z,2,DUT-A2,6.9203,121.56,1
2026-09-26T00:01:25Z,3,DUT-A3,6.5042,870.01,1
2026-09-26T00:01:25Z,4,DUT-A4,6.5031,178.96,1
2026-09-26T00:01:25Z,5,DUT-A5,6.9499,702.41,1
2026-09-26T00:01:25Z,6,DUT-A6,6.9637,140.59,1
2026-09-26T00:01:25Z,7,DUT-A7,6.9706,136.06,1
2026-09-26T00:01:25Z,8,DUT-A8,6.9694,337.37,1
2026-09-26T00:01:39Z,1,DUT-A1,6.9157,199.41,1
2026-09-26T00:01:39Z,2,DUT-A2,6.9199,193.86,1
2026-09-26T00:01:39Z,3,DUT-A3,6.5048,143.97,1
2026-09-26T00:01:39Z,4,DUT-A4,6.5033,184.43,1
2026-09-26T00:01:39Z,5,DUT-A5,6.95,480.83,1
2026-09-26T00:01:39Z,6,DUT-A6,6.9639,107.55,1
2026-09-26T00:01:39Z,7,DUT-A7,6.9706,110.96,1
2026-09-26T00:01:39Z,8,DUT-A8,6.9688,891.7,1
2026-09-26T00:01:53Z,1,DUT-A1,6.9158,262.07,1
2026-09-26T00:01:53Z,2,DUT-A2,6.9187,637.69,1
2026-09-26T00:01:53Z,3,DUT-A3,6.5047,173.44,1
2026-09-26T00:01:53Z,4,DUT-A4,6.503,354.18,1
2026-09-26T00:01:53Z,5,DUT-A5,6.9504,168.94,1
2026-09-26T00:01:53Z,6,DUT-A6,6.9637,146.38,1
2026-09-26T00:01:53Z,7,DUT-A7,6.9701,721.82,1
2026-09-26T00:01:53Z,8,DUT-A8,6.9694,141.3,1
2026-09-26T00:02:07Z,1,DUT-A1,6.9155,1201.27,1
2026-09-26T00:02:07Z,2,DUT-A2,6.92,436.17,1
2026-09-26T00:02:07Z,3,DUT-A3,6.5044,710.42,1
2026-09-26T00:02:07Z,4,DUT-A4,6.5033,150.48,1
2026-09-26T00:02:07Z,5,DUT-A5,6.9504,186.87,1
2026-09-26T00:02:07Z,6,DUT-A6,6.9635,427.32,1
2026-09-26T00:02:07Z,7,DUT-A7,6.9703,148.47,1
2026-09-26T00:02:07Z,8,DUT-A8,6.9694,115.64,1
2026-09-26T00:02:21Z,1,DUT-A1,6.9158,147.76,1
2026-09-26T00:02:21Z,2,DUT-A2,6.9202,197.25,1
2026-09-26T00:02:21Z,3,DUT-A3,6.5049,140.18,1
2026-09-26T00:02:21Z,4,DUT-A4,6.5033,163.55,1
2026-09-26T00:02:21Z,5,DUT-A5,6.9505,164.49,1
2026-09-26T00:02:21Z,6,DUT-A6,6.9638,123.83,1
2026-09-26T00:02:21Z,7,DUT-A7,6.9705,114.39,1
2026-09-26T00:02:21Z,8,DUT-A8,6.9693,122.33,1
2026-09-26T00:02:35Z,1,DUT-A1,6.915,959.6,1
2026-09-26T00:02:35Z,2,DUT-A2,6.92,143.36,1
2026-09-26T00:02:35Z,3,DUT-A3,6.5047,167.8,1
2026-09-26T00:02:35Z,4,DUT-A4,6.5031,154.09,1
2026-09-26T00:02:35Z,5,DUT-A5,6.9502,132.63,1
2026-09-26T00:02:35Z,6,DUT-A6,6.9639,141.75,1
2026-09-26T00:02:35Z,7,DUT-A7,6.9706,144.71,1
2026-09-26T00:02:35Z,8,DUT-A8,6.969,642.93,1
2026-09-26T00:02:49Z,1,DUT-A1,6.9157,162.23,1
2026-09-26T00:02:49Z,2,DUT-A2,6.9191,835.37,1
2026-09-26T00:02:49Z,3,DUT-A3,6.5048,151.95,1
2026-09-26T00:02:49Z,4,DUT-A4,6.5027,969.24,1
2026-09-26T00:02:49Z,5,DUT-A5,6.9499,336.76,1
2026-09-26T00:02:49Z,6,DUT-A6,6.964,149.08,1
2026-09-26T00:02:49Z,7,DUT-A7,6.9706,132.22,1
2026-09-26T00:02:49Z,8,DUT-A8,6.9694,126.6,1
2026-09-26T00:03:03Z,1,DUT-A1,6.9161,179.57,1
2026-09-26T00:03:03Z,2,DUT-A2,6.9203,130.08,1
2026-09-26T00:03:03Z,3,DUT-A3,6.5048,141.98,1
2026-09-26T00:03:03Z,4,DUT-A4,6.503,715.64,1
2026-09-26T00:03:03Z,5,DUT-A5,6.9502,244.19,1
2026-09-26T00:03:03Z,6,DUT-A6,6.9633,836.26,1
2026-09-26T00:03:03Z,7,DUT-A7,6.9694,1471.05,1
2026-09-26T00:03:03Z,8,DUT-A8,6.9694,136.54,1
2026-09-26T00:03:20Z,1,DUT-A1,6.916,150.81,1
2026-09-26T00:03:20Z,2,DUT-A2,6.9203,139.77,1
2026-09-26T00:03:20Z,3,DUT-A3,6.5048,145.82,1
2026-09-26T00:03:20Z,4,DUT-A4,6.5033,195.21,1
2026-09-26T00:03:20Z,5,DUT-A5,6.9502,145.65,1
2026-09-26T00:03:20Z,6,DUT-A6,6.9638,142.9,1
2026-09-26T00:03:20Z,7,DUT-A7,6.9706,131.33,1
2026-09-26T00:03:20Z,8,DUT-A8,6.9693,122.5,1
2026-09-26T00:03:34Z,1,DUT-A1,6.9151,853.37,1
2026-09-26T00:03:34Z,2,DUT-A2,6.9203,144.02,1
2026-09-26T00:03:34Z,3,DUT-A3,6.5047,115.23,1
2026-09-26T00:03:34Z,4,DUT-A4,6.5033,194.12,1
2026-09-26T00:03:34Z,5,DUT-A5,6.9503,180.23,1
2026-09-26T00:03:34Z,6,DUT-A6,6.9638,129.37,1
2026-09-26T00:03:34Z,7,DUT-A7,6.9704,352.68,1
2026-09-26T00:03:34Z,8,DUT-A8,6.969,792.8,1
2026-09-26T00:03:48Z,1,DUT-A1,6.9152,427.83,1
2026-09-26T00:03:48Z,2,DUT-A2,6.9188,825.35,1
2026-09-26T00:03:48Z,3,DUT-A3,6.5048,150.07,1
2026-09-26T00:03:48Z,4,DUT-A4,6.5027,900.6,1
2026-09-26T00:03:48Z,5,DUT-A5,6.9502,398.79,1
2026-09-26T00:03:48Z,6,DUT-A6,6.9633,683.44,1
2026-09-26T00:03:48Z,7,DUT-A7,6.9705,148.39,1
2026-09-26T00:03:48Z,8,DUT-A8,6.9695,119.1,1
2026-09-26T00:04:02Z,1,DUT-A1,6.9159,157.01,1
2026-09-26T00:04:02Z,2,DUT-A2,6.9199,341.49,1
2026-09-26T00:04:02Z,3,DUT-A3,6.5048,136.74,1
2026-09-26T00:04:02Z,4,DUT-A4,6.5031,358.56,1
2026-09-26T00:04:02Z,5,DUT-A5,6.9505,174.13,1
2026-09-26T00:04:02Z,6,DUT-A6,6.9637,690.61,1
2026-09-26T00:04:02Z,7,DUT-A7,6.9707,130.56,1
2026-09-26T00:04:02Z,8,DUT-A8,6.9694,128.96,1
2026-09-26T00:04:16Z,1,DUT-A1,6.9149,856.1,1
2026-09-26T00:04:16Z,2,DUT-A2,6.9202,139.21,1
2026-09-26T00:04:16Z,3,DUT-A3,6.5046,354.41,1
2026-09-26T00:04:16Z,4,DUT-A4,6.5032,168.36,1
2026-09-26T00:04:16Z,5,DUT-A5,6.9503,172.04,1
2026-09-26T00:04:16Z,6,DUT-A6,6.9639,145.98,1
2026-09-26T00:04:16Z,7,DUT-A7,6.9706,159.99,1
2026-09-26T00:04:16Z,8,DUT-A8,6.9693,756.38,1
2026-09-26T00:04:30Z,1,DUT-A1,6.916,246.2,1
2026-09-26T00:04:30Z,2,DUT-A2,6.9201,109.86,1
2026-09-26T00:04:30Z,3,DUT-A3,6.5047,157.88,1
2026-09-26T00:04:30Z,4,DUT-A4,6.5031,204.75,1
2026-09-26T00:04:30Z,5,DUT-A5,6.9503,163.88,1
2026-09-26T00:04:30Z,6,DUT-A6,6.9639,146.36,1
2026-09-26T00:04:30Z,7,DUT-A7,6.9706,146.21,1
2026-09-26T00:04:30Z,8,DUT-A8,6.9693,149.38,1
2026-09-26T00:04:44Z,1,DUT-A1,6.9161,198.87,1
2026-09-26T00:04:44Z,2,DUT-A2,6.9202,126.93,1
2026-09-26T00:04:44Z,3,DUT-A3,6.5047,126.67,1
2026-09-26T00:04:44Z,4,DUT-A4,6.5031,148.11,1
2026-09-26T00:04:44Z,5,DUT-A5,6.9498,947.32,1
2026-09-26T00:04:44Z,6,DUT-A6,6.9631,772.73,1
2026-09-26T00:04:44Z,7,DUT-A7,6.9698,1029.16,1
2026-09-26T00:04:44Z,8,DUT-A8,6.9695,140.36,1
2026-09-26T00:04:58Z,1,DUT-A1,6.9153,475.74,1
2026-09-26T00:04:58Z,2,DUT-A2,6.9202,132.37,1
2026-09-26T00:04:58Z,3,DUT-A3,6.5044,341.52,1
2026-09-26T00:04:58Z,4,DUT-A4,6.5033,191.57,1
2026-09-26T00:04:58Z,5,DUT-A5,6.9502,578.95,1
2026-09-26T00:04:58Z,6,DUT-A6,6.9635,692.93,1
2026-09-26T00:04:58Z,7,DUT-A7,6.9706,157.29,1
2026-09-26T00:04:58Z,8,DUT-A8,6.9688,874.79,1
2026-09-26T00:05:12Z,1,DUT-A1,6.9158,186.21,1
2026-09-26T00:05:12Z,2,DUT-A2,6.9199,623.04,1
2026-09-26T00:05:12Z,3,DUT-A3,6.5046,155.44,1
2026-09-26T00:05:12Z,4,DUT-A4,6.5032,349.55,1
2026-09-26T00:05:12Z,5,DUT-A5,6.9504,185.42,1
2026-09-26T00:05:12Z,6,DUT-A6,6.964,127.26,1
2026-09-26T00:05:12Z,7,DUT-A7,6.9706,112.13,1
2026-09-26T00:05:12Z,8,DUT-A8,6.9694,148.75,1
2026-09-26T00:05:26Z,1,DUT-A1,6.916,189.79,1
2026-09-26T00:05:26Z,2,DUT-A2,6.9203,174.21,1
2026-09-26T00:05:26Z,3,DUT-A3,6.5043,876.49,1
2026-09-26T00:05:26Z,4,DUT-A4,6.5032,168.58,1
2026-09-26T00:05:26Z,5,DUT-A5,6.9504,152.79,1
2026-09-26T00:05:26Z,6,DUT-A6,6.9639,133.64,1
2026-09-26T00:05:26Z,7,DUT-A7,6.9706,127.87,1
2026-09-26T00:05:26Z,8,DUT-A8,6.9694,277.38,1
2026-09-26T00:05:40Z,1,DUT-A1,6.9159,184.33,1
2026-09-26T00:05:40Z,2,DUT-A2,6.9202,128.89,1
2026-09-26T00:05:40Z,3,DUT-A3,6.5048,203.5,1
2026-09-26T00:05:40Z,4,DUT-A4,6.5032,163.91,1
2026-09-26T00:05:40Z,5,DUT-A5,6.9504,161.06,1
2026-09-26T00:05:40Z,6,DUT-A6,6.9641,113.37,1
2026-09-26T00:05:40Z,7,DUT-A7,6.9707,138.14,1
2026-09-26T00:05:40Z,8,DUT-A8,6.9693,130.85,1
2026-09-26T00:05:54Z,1,DUT-A1,6.9159,186.69,1
2026-09-26T00:05:54Z,2,DUT-A2,6.9202,178.2,1
2026-09-26T00:05:54Z,3,DUT-A3,6.5048,135.12,1
2026-09-26T00:05:54Z,4,DUT-A4,6.503,174.79,1
2026-09-26T00:05:54Z,5,DUT-A5,6.9503,181.0,1
2026-09-26T00:05:54Z,6,DUT-A6,6.964,129.83,1
2026-09-26T00:05:54Z,7,DUT-A7,6.97,688.88,1
2026-09-26T00:05:54Z,8,DUT-A8,6.9695,155.77,1
2026-09-26T00:06:08Z,1,DUT-A1,6.9157,496.01,1
2026-09-26T00:06:08Z,2,DUT-A2,6.9193,919.72,1
2026-09-26T00:06:08Z,3,DUT-A3,6.5044,785.09,1
2026-09-26T00:06:08Z,4,DUT-A4,6.5031,184.81,1
2026-09-26T00:06:08Z,5,DUT-A5,6.9501,335.82,1
2026-09-26T00:06:08Z,6,DUT-A6,6.962,2878.72,1
2026-09-26T00:06:08Z,7,DUT-A7,6.9706,144.02,1
2026-09-26T00:06:08Z,8,DUT-A8,6.9693,127.11,1
2026-09-26T00:06:22Z,1,DUT-A1,6.9161,168.36,1
2026-09-26T00:06:22Z,2,DUT-A2,6.92,315.98,1
2026-09-26T00:06:22Z,3,DUT-A3,6.5049,129.45,1
2026-09-26T00:06:22Z,4,DUT-A4,6.5031,430.02,1
2026-09-26T00:06:22Z,5,DUT-A5,6.9504,214.72,1
2026-09-26T00:06:22Z,6,DUT-A6,6.9638,165.84,1
2026-09-26T00:06:22Z,7,DUT-A7,6.9705,125.17,1
2026-09-26T00:06:22Z,8,DUT-A8,6.9694,150.22,1
2026-09-26T00:06:36Z,1,DUT-A1,6.9138,1672.64,1
2026-09-26T00:06:36Z,2,DUT-A2,6.9202,136.39,1
2026-09-26T00:06:36Z,3,DUT-A3,6.5048,131.38,1
2026-09-26T00:06:36Z,4,DUT-A4,6.5031,163.68,1
2026-09-26T00:06:36Z,5,DUT-A5,6.9504,187.28,1
2026-09-26T00:06:36Z,6,DUT-A6,6.9637,130.03,1
2026-09-26T00:06:36Z,7,DUT-A7,6.9706,123.93,1
2026-09-26T00:06:36Z,8,DUT-A8,6.9691,312.07,1
2026-09-26T00:06:50Z,1,DUT-A1,6.9157,182.04,1
2026-09-26T00:06:50Z,2,DUT-A2,6.92,107.6,1
2026-09-26T00:06:50Z,3,DUT-A3,6.5048,151.57,1
2026-09-26T00:06:50Z,4,DUT-A4,6.5028,934.88,1
2026-09-26T00:06:50Z,5,DUT-A5,6.9503,165.86,1
2026-09-26T00:06:50Z,6,DUT-A6,6.9635,117.82,1
2026-09-26T00:06:50Z,7,DUT-A7,6.9702,255.97,1
2026-09-26T00:06:50Z,8,DUT-A8,6.9693,132.29,1
2026-09-26T00:07:04Z,1,DUT-A1,6.9157,207.04,1
2026-09-26T00:07:04Z,2,DUT-A2,6.92,146.99,1
2026-09-26T00:07:04Z,3,DUT-A3,6.5047,144.25,1
2026-09-26T00:07:04Z,4,DUT-A4,6.5032,169.83,1
2026-09-26T00:07:04Z,5,DUT-A5,6.9498,844.52,1
2026-09-26T00:07:04Z,6,DUT-A6,6.963,795.52,1
2026-09-26T00:07:04Z,7,DUT-A7,6.9691,1942.32,1
2026-09-26T00:07:04Z,8,DUT-A8,6.9689,683.95,1
2026-09-26T00:07:18Z,1,DUT-A1,6.9153,682.5,1
2026-09-26T00:07:18Z,2,DUT-A2,6.9201,119.93,1
2026-09-26T00:07:18Z,3,DUT-A3,6.5043,330.63,1
2026-09-26T00:07:18Z,4,DUT-A4,6.5032,155.13,1
2026-09-26T00:07:18Z,5,DUT-A5,6.9503,535.97,1
2026-09-26T00:07:18Z,6,DUT-A6,6.9632,691.48,1
2026-09-26T00:07:18Z,7,DUT-A7,6.9704,120.6,1
2026-09-26T00:07:18Z,8,DUT-A8,6.9683,1338.07,1
2026-09-26T00:07:32Z,1,DUT-A1,6.9158,196.92,1
2026-09-26T00:07:32Z,2,DUT-A2,6.9192,393.68,1
2026-09-26T00:07:32Z,3,DUT-A3,6.5048,145.82,1
2026-09-26T00:07:32Z,4,DUT-A4,6.5031,353.19,1
2026-09-26T00:07:32Z,5,DUT-A5,6.9503,177.71,1
2026-09-26T00:07:32Z,6,DUT-A6,6.9638,135.78,1
2026-09-26T00:07:32Z,7,DUT-A7,6.9705,125.28,1
2026-09-26T00:07:32Z,8,DUT-A8,6.9694,138.09,1
2026-09-26T00:07:46Z,1,DUT-A1,6.9159,174.13,1
2026-09-26T00:07:46Z,2,DUT-A2,6.9201,140.99,1
2026-09-26T00:07:46Z,3,DUT-A3,6.5044,914.54,1
2026-09-26T00:07:46Z,4,DUT-A4,6.5032,170.11,1
2026-09-26T00:07:46Z,5,DUT-A5,6.9502,163.75,1
2026-09-26T00:07:46Z,6,DUT-A6,6.9636,114.09,1
2026-09-26T00:07:46Z,7,DUT-A7,6.9703,127.21,1
2026-09-26T00:07:46Z,8,DUT-A8,6.9691,386.89,1
2026-09-26T00:08:00Z,1,DUT-A1,6.9157,233.43,1
2026-09-26T00:08:00Z,2,DUT-A2,6.9201,157.4,1
2026-09-26T00:08:00Z,3,DUT-A3,6.5048,150.25,1
2026-09-26T00:08:00Z,4,DUT-A4,6.5027,641.3,1
2026-09-26T00:08:00Z,5,DUT-A5,6.9503,177.46,1
2026-09-26T00:08:00Z,6,DUT-A6,6.9636,139.54,1
2026-09-26T00:08:00Z,7,DUT-A7,6.9704,131.35,1
2026-09-26T00:08:00Z,8,DUT-A8,6.9693,109.25,1
